CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
771559158,Existing Customer,58,M,3,Uneducated,Unknown,$80K - $120K,Blue,46,3,1,3,2375,1163,1212,92%,4769,80,91%,49%
712885533,Existing Customer,50,M,4,Graduate,Married,$80K - $120K,Blue,31,6,3,2,11882,1472,10410,41%,3291,62,72%,12%
719954733,Existing Customer,43,M,2,Graduate,Married,$80K - $120K,Blue,28,5,6,3,30357,1255,29102,79%,4435,68,89%,4%
801056358,Existing Customer,51,M,1,High School,Single,$80K - $120K,Blue,45,6,1,3,13287,1864,11423,60%,3851,75,71%,14%
772076208,Existing Customer,58,M,4,College,Single,$80K - $120K,Blue,47,6,3,0,26108,1146,24962,48%,3677,70,89%,4%
716437533,Existing Customer,51,M,2,College,Single,$80K - $120K,Blue,43,5,3,3,11862,0,11862,52%,4101,88,66%,0%
718980633,Existing Customer,38,M,2,College,Married,$80K - $120K,Blue,36,3,3,3,6452,1151,5301,88%,4835,84,71%,18%
780100533,Existing Customer,46,M,3,Graduate,Married,$80K - $120K,Blue,31,5,2,4,26303,2376,23927,58%,3586,67,91%,9%
711712983,Existing Customer,56,M,2,Graduate,Single,$80K - $120K,Blue,46,6,2,3,15982,0,15982,69%,4503,80,67%,0%
711619608,Existing Customer,45,M,3,Graduate,Married,$80K - $120K,Blue,36,6,3,2,21630,0,21630,80%,4584,84,75%,0%
783500283,Existing Customer,62,M,0,Graduate,Unknown,$80K - $120K,Blue,56,5,3,2,29100,1228,27872,72%,5041,74,81%,4%
795573333,Existing Customer,41,M,3,High School,Married,$80K - $120K,Blue,35,6,2,1,8376,1165,7211,89%,4142,67,63%,14%
711243108,Existing Customer,50,M,1,Doctorate,Married,$80K - $120K,Blue,36,5,3,3,18964,2207,16757,63%,3835,78,63%,12%
718921683,Existing Customer,49,M,4,Unknown,Married,$80K - $120K,Blue,38,6,6,3,9738,1835,7903,76%,4816,49,89%,19%
716716083,Existing Customer,58,M,3,Unknown,Single,$80K - $120K,Blue,36,6,2,3,3355,1878,1477,73%,4578,84,95%,56%
715031433,Existing Customer,57,M,2,Graduate,Married,$80K - $120K,Blue,36,6,3,3,6248,1493,4755,60%,4664,60,58%,24%
715253433,Existing Customer,48,M,4,Unknown,Single,$80K - $120K,Blue,38,5,2,3,5543,1372,4171,74%,5266,79,80%,25%
716357058,Existing Customer,53,M,3,Uneducated,Single,$80K - $120K,Blue,36,4,3,1,2611,787,1824,30%,2955,56,60%,30%
775152708,Attrited Customer,49,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,39,2,3,4,20769,901,19868,37%,1835,43,72%,4%
711390333,Attrited Customer,59,M,0,Post-Graduate,Married,$80K - $120K,Blue,46,5,4,2,6526,489,6037,68%,2331,45,45%,8%
790006383,Existing Customer,45,M,0,Unknown,Married,$80K - $120K,Blue,37,4,3,2,9654,2035,7619,65%,4221,67,63%,21%
716520033,Existing Customer,52,M,2,Post-Graduate,Married,$80K - $120K,Blue,36,6,4,1,1981,1448,533,72%,4639,61,74%,73%
779655183,Existing Customer,48,M,4,College,Single,$80K - $120K,Blue,31,6,1,3,5033,0,5033,60%,4054,82,82%,0%
789144633,Existing Customer,45,M,1,Graduate,Married,$80K - $120K,Blue,34,3,2,2,9705,850,8855,48%,2001,34,89%,9%
711832533,Existing Customer,42,M,3,High School,Single,$80K - $120K,Silver,32,3,3,3,34516,1396,33120,69%,3748,62,94%,4%
709407933,Existing Customer,51,M,3,High School,Single,$80K - $120K,Silver,38,5,3,4,34516,1802,32714,91%,4544,80,57%,5%
719876808,Existing Customer,43,M,3,Unknown,Divorced,$80K - $120K,Blue,36,5,2,3,13625,0,13625,93%,3902,62,63%,0%
712428333,Existing Customer,49,M,3,Uneducated,Single,$80K - $120K,Blue,41,3,3,4,2930,1901,1029,64%,4041,75,60%,65%
712845258,Existing Customer,41,M,2,Uneducated,Married,$80K - $120K,Gold,33,5,3,2,34516,1642,32874,89%,4161,71,87%,5%
793712658,Attrited Customer,52,M,3,Graduate,Married,$80K - $120K,Blue,46,4,2,3,15011,2517,12494,71%,1821,36,39%,17%
786536808,Existing Customer,51,M,2,College,Married,$80K - $120K,Blue,45,3,3,1,21543,0,21543,53%,3928,82,64%,0%
712849158,Attrited Customer,55,M,0,High School,Divorced,$80K - $120K,Blue,44,4,3,3,19793,2488,17305,59%,2186,44,47%,13%
716974383,Existing Customer,41,M,5,Graduate,Single,$80K - $120K,Blue,28,3,2,0,2491,1979,512,63%,1911,35,75%,79%
822132858,Attrited Customer,41,M,4,Uneducated,Married,$80K - $120K,Blue,37,1,2,2,23250,0,23250,56%,2205,43,65%,0%
712877733,Existing Customer,48,M,5,Graduate,Married,$80K - $120K,Blue,42,6,3,3,12882,1402,11480,78%,4407,84,65%,11%
721332033,Existing Customer,42,M,2,Unknown,Single,$80K - $120K,Blue,30,4,2,1,29195,892,28303,57%,4411,67,76%,3%
715471833,Existing Customer,50,M,0,Post-Graduate,Married,$80K - $120K,Blue,36,5,1,3,28253,0,28253,48%,4525,67,76%,0%
713947908,Existing Customer,33,M,2,High School,Married,$80K - $120K,Blue,23,6,2,2,1630,0,1630,61%,4426,91,78%,0%
709741608,Existing Customer,51,M,2,Unknown,Single,$80K - $120K,Blue,36,3,1,2,4546,0,4546,65%,3739,53,96%,0%
709688883,Attrited Customer,45,M,3,High School,Unknown,$80K - $120K,Blue,36,4,3,2,3845,0,3845,60%,2174,39,39%,0%
713815383,Attrited Customer,53,M,1,High School,Single,$80K - $120K,Blue,36,3,2,2,11778,0,11778,60%,2147,44,38%,0%
778837083,Attrited Customer,50,M,2,Graduate,Married,$80K - $120K,Blue,31,3,3,3,12906,321,12585,76%,2078,62,55%,3%
715622508,Attrited Customer,52,M,2,Unknown,Married,$80K - $120K,Blue,41,6,4,3,7904,0,7904,71%,2094,32,23%,0%
708960858,Existing Customer,40,M,4,High School,Married,$80K - $120K,Blue,21,3,2,3,11502,2066,9436,89%,4786,85,113%,18%
711597183,Existing Customer,43,M,2,Uneducated,Divorced,$80K - $120K,Blue,34,5,3,2,1452,0,1452,97%,4571,72,85%,0%
718673358,Attrited Customer,35,M,3,Doctorate,Married,$80K - $120K,Blue,30,5,3,4,13590,1528,12062,73%,2137,52,49%,11%
712361583,Existing Customer,47,M,5,Graduate,Married,$80K - $120K,Silver,36,3,3,1,34516,760,33756,41%,3756,67,56%,2%
713613258,Existing Customer,46,M,4,High School,Single,$80K - $120K,Blue,36,6,1,2,1438.3,0,1438.3,75%,4461,71,82%,0%
771899433,Attrited Customer,48,M,3,Graduate,Married,$80K - $120K,Blue,37,5,2,4,7970,2434,5536,41%,1263,27,35%,31%
779954658,Existing Customer,56,M,4,High School,Single,$80K - $120K,Blue,40,4,3,3,34516,0,34516,85%,4714,82,75%,0%
709820658,Existing Customer,45,M,4,High School,Married,$80K - $120K,Blue,36,3,2,3,34516,1170,33346,68%,3785,64,60%,3%
711907083,Existing Customer,53,M,1,High School,Unknown,$80K - $120K,Blue,36,3,3,4,14111,1034,13077,51%,2950,64,68%,7%
753094533,Existing Customer,51,M,3,Uneducated,Married,$80K - $120K,Blue,44,3,3,3,24028,0,24028,50%,3531,73,74%,0%
769892058,Existing Customer,40,M,3,Uneducated,Single,$80K - $120K,Blue,34,4,2,2,9124,2126,6998,45%,4564,65,55%,23%
715724808,Existing Customer,49,M,3,High School,Married,$80K - $120K,Blue,41,5,2,3,8051,2138,5913,72%,4370,83,89%,27%
815589558,Existing Customer,50,M,2,Post-Graduate,Married,$80K - $120K,Blue,45,6,3,2,1867,1478,389,73%,4097,70,71%,79%
712894308,Existing Customer,47,M,4,High School,Married,$80K - $120K,Blue,37,5,3,3,2888,0,2888,72%,4345,75,79%,0%
779670783,Existing Customer,40,M,3,Unknown,Single,$80K - $120K,Blue,23,6,2,2,12559,0,12559,72%,4700,71,51%,0%
719772258,Existing Customer,38,M,3,Unknown,Single,$80K - $120K,Blue,30,5,1,3,3642,724,2918,68%,4517,79,84%,20%
721111233,Existing Customer,52,M,2,Graduate,Married,$80K - $120K,Blue,43,6,3,3,11964,800,11164,95%,4853,85,85%,7%
718866633,Existing Customer,46,M,2,College,Married,$80K - $120K,Blue,36,5,4,2,33142,0,33142,85%,4347,63,58%,0%
816549933,Existing Customer,50,M,4,High School,Divorced,$80K - $120K,Blue,45,4,2,2,1687,992,695,72%,4342,82,78%,59%
714075708,Existing Customer,48,M,4,Uneducated,Divorced,$80K - $120K,Gold,38,4,3,1,34516,1426,33090,62%,4814,71,69%,4%
719835033,Existing Customer,46,M,4,College,Married,$80K - $120K,Blue,34,5,3,2,13734,568,13166,72%,4283,67,86%,4%
717299958,Existing Customer,49,M,3,Graduate,Single,$80K - $120K,Blue,45,3,2,0,2453,1534,919,79%,4185,66,78%,63%
770968383,Attrited Customer,41,M,4,Graduate,Married,$80K - $120K,Silver,28,3,2,3,34516,825,33691,62%,2022,52,73%,2%
713037333,Existing Customer,63,M,1,Graduate,Single,$80K - $120K,Blue,55,6,1,2,21430,0,21430,51%,3561,57,68%,0%
717972408,Existing Customer,44,M,2,Uneducated,Married,$80K - $120K,Blue,34,6,3,3,2558,2016,542,81%,3792,78,50%,79%
767488908,Existing Customer,41,M,4,Unknown,Married,$80K - $120K,Blue,35,4,2,3,3497,0,3497,70%,4345,72,76%,0%
719073483,Attrited Customer,45,M,3,Uneducated,Married,$80K - $120K,Blue,38,3,3,3,9234,0,9234,63%,2586,44,26%,0%
771037008,Existing Customer,46,M,1,Uneducated,Married,$80K - $120K,Blue,33,3,1,2,13324,0,13324,92%,4245,76,100%,0%
710587458,Existing Customer,34,M,2,High School,Unknown,$80K - $120K,Blue,22,4,3,2,11154,1612,9542,63%,4339,77,103%,15%
708559533,Existing Customer,40,M,1,Uneducated,Married,$80K - $120K,Blue,36,6,3,2,1770,584,1186,71%,4442,83,84%,33%
804661083,Existing Customer,50,M,0,Graduate,Single,$80K - $120K,Blue,45,3,2,2,2135,1506,629,88%,4821,77,71%,71%
721092783,Existing Customer,46,M,3,Graduate,Married,$80K - $120K,Blue,36,6,3,1,19838,1290,18548,59%,3982,68,58%,7%
714990633,Existing Customer,56,M,4,Graduate,Single,$80K - $120K,Blue,36,5,3,2,2078,1696,382,56%,4382,82,78%,82%
788776008,Existing Customer,43,M,3,College,Married,$80K - $120K,Blue,24,6,3,1,4726,1161,3565,70%,4683,91,90%,25%
719354433,Existing Customer,48,M,1,College,Single,$80K - $120K,Silver,36,6,3,3,34516,1629,32887,82%,4042,78,59%,5%
789105183,Existing Customer,54,M,3,Post-Graduate,Single,$80K - $120K,Silver,42,3,1,2,34516,2488,32028,55%,4401,87,78%,7%
718141983,Existing Customer,49,M,0,High School,Single,$80K - $120K,Blue,43,6,3,1,1883,1295,588,81%,5187,89,71%,69%
816378033,Attrited Customer,46,M,4,Uneducated,Single,$80K - $120K,Gold,41,6,3,2,34516,1104,33412,59%,1989,47,74%,3%
790141308,Existing Customer,44,M,2,College,Married,$80K - $120K,Blue,37,5,3,1,8241,0,8241,72%,4436,79,76%,0%
714228558,Existing Customer,40,M,3,High School,Single,$80K - $120K,Blue,36,5,3,3,3624,0,3624,74%,4749,82,86%,0%
710650608,Existing Customer,51,M,2,Graduate,Married,$80K - $120K,Blue,36,4,3,2,19262,1480,17782,65%,4812,85,77%,8%
717202083,Attrited Customer,46,M,2,Unknown,Single,$80K - $120K,Blue,34,2,3,3,7077,0,7077,84%,2619,41,52%,0%
709902108,Existing Customer,51,M,2,High School,Married,$80K - $120K,Blue,40,4,3,2,8169,794,7375,67%,4927,70,94%,10%
819752133,Existing Customer,41,M,2,High School,Divorced,$80K - $120K,Blue,36,6,2,2,1636,986,650,83%,4695,73,87%,60%
720124758,Attrited Customer,49,M,3,Uneducated,Married,$80K - $120K,Blue,40,5,4,3,2509,450,2059,65%,2239,47,62%,18%
709827933,Existing Customer,44,M,2,Graduate,Married,$80K - $120K,Blue,36,3,3,2,12230,1196,11034,62%,3659,76,52%,10%
715435758,Existing Customer,42,M,2,Graduate,Single,$80K - $120K,Blue,36,3,1,3,3046,1231,1815,69%,4711,77,88%,40%
721247883,Existing Customer,52,M,2,College,Married,$80K - $120K,Blue,41,4,2,3,16207,922,15285,64%,3621,83,89%,6%
721529583,Existing Customer,52,M,3,High School,Single,$80K - $120K,Blue,41,6,3,3,4642,2413,2229,80%,3532,72,67%,52%
715250583,Existing Customer,55,M,2,Unknown,Single,$80K - $120K,Blue,48,3,2,3,8082,1138,6944,72%,4277,59,79%,14%
715814433,Existing Customer,44,M,4,Unknown,Single,$80K - $120K,Blue,36,6,2,3,5877,1160,4717,45%,3565,83,73%,20%
708888633,Attrited Customer,52,M,3,Doctorate,Married,$80K - $120K,Blue,36,2,3,3,3022,895,2127,95%,2724,38,90%,30%
721012983,Existing Customer,46,M,3,Doctorate,Married,$80K - $120K,Blue,38,6,1,2,12935,1417,11518,74%,3528,61,74%,11%
711825558,Existing Customer,38,M,3,Graduate,Married,$80K - $120K,Blue,19,5,2,2,1518,1115,403,71%,3595,65,86%,74%
772590408,Existing Customer,41,M,5,Unknown,Married,$80K - $120K,Blue,31,3,3,1,12114,1379,10735,68%,3964,90,84%,11%
717500133,Existing Customer,42,M,4,Uneducated,Single,$80K - $120K,Blue,36,3,2,3,10374,599,9775,64%,4240,63,85%,6%
717568308,Existing Customer,39,M,1,Unknown,Single,$80K - $120K,Blue,36,4,2,1,6018,0,6018,70%,4355,78,86%,0%
713884458,Existing Customer,51,M,4,High School,Single,$80K - $120K,Blue,37,6,2,2,8783,2142,6641,66%,4425,83,77%,24%
712117983,Existing Customer,49,M,4,Graduate,Married,$80K - $120K,Blue,39,6,3,2,17285,1853,15432,88%,4787,60,71%,11%
714992733,Existing Customer,46,M,3,Graduate,Divorced,$80K - $120K,Blue,36,5,1,1,3210,2081,1129,62%,3962,62,94%,65%
802937058,Existing Customer,53,M,1,Graduate,Married,$80K - $120K,Blue,47,3,3,1,2540,1859,681,77%,4480,80,70%,73%
710284233,Attrited Customer,33,M,4,Uneducated,Married,$80K - $120K,Blue,36,5,3,4,1438.3,0,1438.3,98%,2439,43,72%,0%
804045933,Existing Customer,36,M,0,Graduate,Married,$80K - $120K,Blue,30,5,3,2,5302,2414,2888,78%,4284,74,68%,46%
708536283,Attrited Customer,35,M,1,Doctorate,Single,$80K - $120K,Blue,27,3,2,2,2904,2517,387,62%,2653,46,59%,87%
772569033,Existing Customer,44,M,0,High School,Divorced,$80K - $120K,Blue,34,5,2,2,5293,1236,4057,85%,4572,90,80%,23%
715701033,Attrited Customer,43,M,2,Graduate,Married,$80K - $120K,Blue,33,5,3,3,2111,1761,350,75%,2112,46,77%,83%
718826883,Attrited Customer,50,M,3,Uneducated,Single,$80K - $120K,Blue,36,6,3,2,6925,0,6925,82%,2506,36,44%,0%
801508383,Existing Customer,48,M,2,Graduate,Married,$80K - $120K,Blue,42,6,3,2,25658,1721,23937,59%,4498,85,64%,7%
716311683,Existing Customer,43,M,4,College,Married,$80K - $120K,Blue,36,4,1,2,32733,1448,31285,66%,3452,54,86%,4%
780076833,Existing Customer,44,M,1,Unknown,Unknown,$80K - $120K,Blue,29,6,1,2,8315,1008,7307,72%,4088,66,61%,12%
820657083,Existing Customer,53,M,4,College,Single,$80K - $120K,Silver,48,5,1,2,34516,800,33716,80%,3819,72,60%,2%
794475483,Existing Customer,44,M,4,Uneducated,Married,$80K - $120K,Silver,27,4,3,2,34516,1043,33473,69%,4654,59,64%,3%
721124658,Attrited Customer,40,M,3,Uneducated,Single,$80K - $120K,Blue,27,4,2,3,3427,0,3427,50%,2625,63,50%,0%
710783358,Existing Customer,46,M,3,High School,Unknown,$80K - $120K,Blue,35,5,3,2,2570,1764,806,79%,4442,85,77%,69%
713710383,Existing Customer,43,M,2,High School,Unknown,$80K - $120K,Blue,30,4,2,1,18008,2517,15491,78%,2659,55,83%,14%
784998108,Existing Customer,33,M,3,High School,Married,$80K - $120K,Blue,22,5,3,2,9094,0,9094,63%,4203,76,73%,0%
739317558,Existing Customer,48,M,5,Graduate,Married,$80K - $120K,Blue,35,4,3,3,9030,2369,6661,66%,4899,84,87%,26%
719674533,Existing Customer,48,M,3,Unknown,Single,$80K - $120K,Blue,44,5,1,3,16794,1527,15267,91%,4040,76,69%,9%
769974258,Existing Customer,44,M,3,Post-Graduate,Single,$80K - $120K,Blue,38,5,2,3,19724,0,19724,64%,3830,82,67%,0%
709999308,Existing Customer,51,M,3,Uneducated,Married,$80K - $120K,Blue,40,3,2,2,3150,0,3150,75%,3477,78,86%,0%
715984908,Existing Customer,52,M,2,Graduate,Married,$80K - $120K,Blue,36,4,3,2,2866,1882,984,80%,4850,84,83%,66%
711953358,Existing Customer,51,M,2,Graduate,Married,$80K - $120K,Blue,35,4,2,2,6205,2264,3941,77%,4605,88,73%,37%
780052008,Existing Customer,37,M,3,Unknown,Single,$80K - $120K,Blue,22,4,2,2,29898,1414,28484,45%,3883,68,70%,5%
714527433,Attrited Customer,39,M,4,Graduate,Married,$80K - $120K,Blue,30,5,2,2,17523,0,17523,42%,1974,54,69%,0%
714014733,Attrited Customer,33,M,2,College,Single,$80K - $120K,Blue,36,4,3,2,9642,1431,8211,56%,2172,33,57%,15%
778801608,Existing Customer,50,M,2,College,Married,$80K - $120K,Blue,39,6,4,2,3606,1862,1744,69%,3568,92,80%,52%
718153233,Existing Customer,46,M,3,Uneducated,Married,$80K - $120K,Blue,36,3,2,2,23512,1562,21950,63%,3764,60,54%,7%
806140383,Attrited Customer,59,M,2,High School,Single,$80K - $120K,Blue,54,3,2,2,2791,2396,395,89%,2658,43,34%,86%
799031958,Existing Customer,49,M,2,Unknown,Unknown,$80K - $120K,Blue,43,5,2,2,18379,999,17380,47%,4122,70,71%,5%
709279608,Existing Customer,45,M,4,High School,Married,$80K - $120K,Blue,35,5,2,3,9852,2277,7575,83%,3813,71,61%,23%
798280683,Existing Customer,37,M,3,Post-Graduate,Single,$80K - $120K,Blue,31,6,3,3,2626,1736,890,79%,4714,93,79%,66%
716328558,Existing Customer,46,M,2,Uneducated,Married,$80K - $120K,Blue,38,4,5,2,11434,0,11434,84%,4520,83,84%,0%
713923233,Existing Customer,46,M,3,High School,Married,$80K - $120K,Blue,36,6,3,3,2790,2185,605,67%,3392,86,76%,78%
712220283,Existing Customer,37,M,2,Graduate,Unknown,$80K - $120K,Blue,28,3,2,3,12222,0,12222,86%,4215,63,54%,0%
712599783,Existing Customer,39,M,3,Uneducated,Single,$80K - $120K,Blue,36,4,2,1,12618,1585,11033,59%,4768,82,86%,13%
718611333,Existing Customer,55,M,3,Post-Graduate,Married,$80K - $120K,Blue,36,6,1,0,6400,1979,4421,70%,4475,91,69%,31%
827436483,Existing Customer,48,M,1,Graduate,Married,$80K - $120K,Blue,44,6,1,3,2916,0,2916,79%,4336,72,71%,0%
758367933,Existing Customer,56,M,2,Uneducated,Single,$80K - $120K,Blue,49,5,3,2,5466,0,5466,59%,4435,79,88%,0%
802822833,Existing Customer,51,M,3,Uneducated,Unknown,$80K - $120K,Blue,45,5,2,2,21328,0,21328,78%,3825,76,95%,0%
778272408,Attrited Customer,52,M,1,Unknown,Divorced,$80K - $120K,Blue,42,4,4,2,5763,0,5763,62%,2310,48,71%,0%
771219033,Existing Customer,42,M,1,Uneducated,Unknown,$80K - $120K,Blue,29,4,3,3,17506,1979,15527,45%,4199,73,66%,11%
714124983,Existing Customer,57,M,2,Unknown,Single,$80K - $120K,Blue,48,6,4,3,13457,1044,12413,72%,3303,66,74%,8%
718031508,Existing Customer,45,M,4,College,Divorced,$80K - $120K,Blue,37,6,5,1,1535,0,1535,77%,5168,76,81%,0%
712437108,Existing Customer,49,M,3,Unknown,Married,$80K - $120K,Blue,42,3,3,1,14044,0,14044,72%,4889,89,85%,0%
711350133,Existing Customer,51,M,2,Graduate,Married,$80K - $120K,Blue,34,5,4,1,13587,2374,11213,79%,4995,88,69%,18%
721039308,Existing Customer,40,M,4,Uneducated,Single,$80K - $120K,Blue,36,4,3,2,32431,850,31581,93%,4400,71,109%,3%
717255333,Attrited Customer,40,M,3,Graduate,Single,$80K - $120K,Blue,36,1,2,2,6921,0,6921,82%,2729,44,47%,0%
708793008,Attrited Customer,46,M,3,Doctorate,Divorced,$80K - $120K,Blue,35,5,3,3,9949,0,9949,57%,2207,40,48%,0%
708453408,Existing Customer,40,M,4,College,Divorced,$80K - $120K,Blue,31,6,2,3,16050,0,16050,77%,3721,62,51%,0%
709803258,Attrited Customer,48,M,2,Unknown,Married,$80K - $120K,Blue,28,5,2,3,12073,0,12073,54%,2400,52,79%,0%
771862308,Existing Customer,50,M,1,College,Single,$80K - $120K,Blue,39,4,3,2,5856,2007,3849,73%,4916,87,64%,34%
771918033,Existing Customer,54,M,4,Graduate,Single,$80K - $120K,Blue,43,3,4,3,8208,1256,6952,81%,4824,83,63%,15%
768243858,Attrited Customer,54,M,3,High School,Married,$80K - $120K,Blue,48,3,4,3,3288,2517,771,84%,2717,46,44%,77%
804413508,Existing Customer,41,M,1,High School,Single,$80K - $120K,Blue,36,6,2,3,12084,1638,10446,70%,4506,90,96%,14%
710090958,Existing Customer,51,M,3,College,Married,$80K - $120K,Blue,40,6,3,3,1844,1232,612,59%,4182,71,65%,67%
720126033,Existing Customer,42,M,4,High School,Single,$80K - $120K,Blue,28,3,3,3,1944,1804,140,72%,4682,90,67%,93%
713930433,Attrited Customer,57,M,2,Uneducated,Unknown,$80K - $120K,Blue,36,5,3,3,4316,0,4316,36%,1920,53,47%,0%
708286683,Existing Customer,57,M,2,Uneducated,Single,$80K - $120K,Blue,43,6,3,1,12045,1749,10296,74%,4884,86,87%,15%
708158133,Attrited Customer,45,M,3,College,Married,$80K - $120K,Blue,36,3,2,2,3031,2517,514,41%,2188,50,39%,83%
772601283,Existing Customer,39,M,1,Post-Graduate,Single,$80K - $120K,Blue,29,6,2,2,23034,1992,21042,76%,2514,32,68%,9%
790108908,Existing Customer,44,M,2,Post-Graduate,Married,$80K - $120K,Blue,37,5,1,1,34058,0,34058,55%,4043,57,78%,0%
802856508,Existing Customer,42,M,2,Graduate,Single,$80K - $120K,Blue,36,6,3,1,26690,0,26690,114%,4363,76,105%,0%
716791908,Existing Customer,43,M,1,College,Married,$80K - $120K,Blue,23,5,2,1,14566,1045,13521,42%,4480,77,79%,7%
720654183,Attrited Customer,45,M,4,Graduate,Married,$80K - $120K,Blue,35,2,3,3,23542,1307,22235,46%,2152,46,44%,6%
713818158,Existing Customer,50,M,1,Doctorate,Single,$80K - $120K,Blue,41,5,4,2,5068,991,4077,74%,5173,64,60%,20%
713474733,Attrited Customer,51,M,2,Graduate,Single,$80K - $120K,Blue,31,5,3,2,1438.3,327,1111.3,53%,1783,40,48%,23%
771332283,Existing Customer,50,M,4,Graduate,Married,$80K - $120K,Blue,38,5,1,3,4601,2517,2084,78%,5056,80,78%,55%
708869283,Existing Customer,50,M,4,High School,Married,$80K - $120K,Blue,41,6,3,3,23209,1308,21901,50%,3530,71,58%,6%
809811858,Attrited Customer,43,M,5,High School,Unknown,$80K - $120K,Blue,38,3,3,2,1504,0,1504,99%,2530,43,34%,0%
783393633,Existing Customer,46,M,3,Graduate,Unknown,$80K - $120K,Blue,37,6,4,3,1530,0,1530,64%,4256,78,77%,0%
779667408,Existing Customer,58,M,1,Post-Graduate,Single,$80K - $120K,Blue,41,4,2,1,2915,1494,1421,86%,4235,73,83%,51%
771433608,Existing Customer,54,M,4,Uneducated,Single,$80K - $120K,Blue,42,5,2,2,11742,0,11742,62%,4053,70,56%,0%
714847983,Existing Customer,48,M,3,Unknown,Single,$80K - $120K,Blue,36,3,4,2,2713,2201,512,72%,4220,79,61%,81%
715593783,Existing Customer,52,M,1,Unknown,Married,$80K - $120K,Blue,36,4,2,2,14858,1594,13264,51%,4286,72,64%,11%
796326483,Existing Customer,42,M,3,High School,Married,$80K - $120K,Blue,36,5,4,3,1681,0,1681,99%,5416,82,95%,0%
712982808,Attrited Customer,47,M,2,Doctorate,Divorced,$80K - $120K,Blue,32,1,3,3,1438.3,0,1438.3,45%,2388,42,50%,0%
771338658,Existing Customer,46,M,2,High School,Married,$80K - $120K,Blue,30,6,3,1,11670,915,10755,89%,4277,89,85%,8%
713305233,Existing Customer,55,M,2,Graduate,Single,$80K - $120K,Blue,46,5,5,2,4994,0,4994,72%,4802,81,76%,0%
804371733,Existing Customer,40,M,2,Uneducated,Married,$80K - $120K,Blue,29,5,2,3,9109,1347,7762,70%,3991,84,87%,15%
794675058,Attrited Customer,36,M,3,Graduate,Married,$80K - $120K,Blue,21,5,3,2,5015,1963,3052,88%,2491,43,87%,39%
767553333,Attrited Customer,45,M,3,Graduate,Single,$80K - $120K,Blue,39,1,3,3,8383,0,8383,81%,2600,44,52%,0%
817188408,Existing Customer,57,M,0,Uneducated,Divorced,$80K - $120K,Blue,39,4,4,3,2795,1832,963,84%,4679,67,86%,66%
714413283,Existing Customer,46,M,3,Unknown,Married,$80K - $120K,Blue,40,6,1,1,10879,860,10019,97%,4629,69,73%,8%
823878408,Existing Customer,39,M,4,Graduate,Married,$80K - $120K,Blue,35,6,2,1,2981,757,2224,76%,4824,76,81%,25%
779533983,Existing Customer,47,M,2,College,Divorced,$80K - $120K,Blue,31,3,1,3,5295,723,4572,79%,4412,90,58%,14%
794771208,Existing Customer,52,M,3,Unknown,Single,$80K - $120K,Blue,46,5,1,2,2735,1942,793,58%,3724,66,69%,71%
815539233,Attrited Customer,54,M,4,High School,Single,$80K - $120K,Silver,49,1,3,4,34516,214,34302,0%,1201,22,0%,1%
710410158,Attrited Customer,49,M,2,Graduate,Unknown,$80K - $120K,Blue,38,3,4,3,34516,0,34516,48%,1592,35,35%,0%
714488433,Existing Customer,45,M,2,Unknown,Married,$80K - $120K,Blue,36,5,2,3,19099,2517,16582,63%,4837,77,75%,13%
827062158,Existing Customer,58,M,2,High School,Single,$80K - $120K,Blue,54,6,3,2,22981,1696,21285,47%,4192,66,57%,7%
716498883,Existing Customer,48,M,4,Graduate,Single,$80K - $120K,Blue,36,6,4,1,22067,685,21382,61%,3577,64,88%,3%
708976908,Attrited Customer,40,M,3,Post-Graduate,Single,$80K - $120K,Blue,36,4,4,3,8958,0,8958,48%,2131,43,39%,0%
712602708,Attrited Customer,36,M,3,Unknown,Unknown,$80K - $120K,Blue,36,4,1,2,1815,0,1815,48%,2039,34,36%,0%
778910883,Attrited Customer,53,M,2,Unknown,Married,$80K - $120K,Blue,34,4,3,2,1837,875,962,58%,2169,43,65%,48%
709664658,Existing Customer,40,M,4,Unknown,Unknown,$80K - $120K,Blue,27,4,3,2,22863,927,21936,57%,4071,69,73%,4%
712771233,Existing Customer,52,M,3,Unknown,Single,$80K - $120K,Blue,36,3,4,1,2516,1268,1248,75%,4461,80,82%,50%
719475633,Existing Customer,42,M,3,Post-Graduate,Married,$80K - $120K,Blue,30,6,2,3,13908,0,13908,72%,4319,81,98%,0%
712567083,Existing Customer,51,M,1,High School,Married,$80K - $120K,Blue,36,5,2,2,9186,0,9186,66%,4986,88,76%,0%
709469658,Existing Customer,47,M,3,Unknown,Single,$80K - $120K,Blue,36,3,1,2,7421,0,7421,71%,4353,75,79%,0%
718848183,Existing Customer,50,M,2,Post-Graduate,Married,$80K - $120K,Blue,42,6,1,1,9873,1276,8597,79%,4613,82,75%,13%
